subclass,label,Acteur_Social_IEML,Code_IEML,Score_Similarite,Validation_Requise
Q631306,force basque,relation publique,l.a.-b.a.-f.o.-',0.19,True
Q544178,attaché,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q1221126,Dienststellung,diplomate,k.a.-s.a.-f.o.-',0.12,True
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q3455803,réalisateur ou réalisatrice,journaliste,n.a.-b.a.-f.o.-',0.26,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q69943983,health facility administrator,mentor,s.a.-d.a.-f.o.-',0.26,True
Q15839299,métier du théâtre,ancêtre,t.a.-m.a.-f.o.-',0.26,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q1056391,directeur ou directrice d'école,lecteur,b.a.-s.a.-f.o.-',0.4,False
Q18121578,directeur ou directrice de recherche,lecteur,b.a.-s.a.-f.o.-',0.39,True
Q816432,chef de projet,agent de,d.a.-l.a.-f.o.-',0.34,True
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q685433,vendeur ou vendeuse,vendeur,k.a.-d.a.-f.o.-',0.96,False
Q4618975,docteur,acteur,s.a.-b.a.-f.o.-',0.63,False
Q849697,doctorat,mentor,s.a.-d.a.-f.o.-',0.19,True
Q4115013,diplôme en droit,diplomate,k.a.-s.a.-f.o.-',0.47,False
Q2628227,docteur ès sciences,acteur,s.a.-b.a.-f.o.-',0.51,False
Q203184,première dame,père,n.a.-m.a.-f.o.-',0.4,False
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q10694573,artiste textile,archiviste,t.a.-l.a.-f.o.-',0.32,True
Q66035178,travailleur du textile,travailleur social,f.a.-n.a.-f.o.-',0.79,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q48352,chef d'État,avocat,n.a.-t.a.-f.o.-',0.15,True
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q2992505,confiseur,précurseur,s.a.-n.a.-f.o.-',0.24,True
Q663395,magistrature romaine,écologiste,l.a.-f.a.-f.o.-',0.2,True
Q10833314,joueur ou joueuse de tennis,joueur,m.a.-b.a.-f.o.-',0.9,False
Q3778211,personnalité juridique,juré,k.a.-n.a.-f.o.-',0.23,True
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q108614246,zoologiste des invertébrés,écologiste,l.a.-f.a.-f.o.-',0.67,False
Q6104047,registrar,écologiste,l.a.-f.a.-f.o.-',0.24,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q1622272,professeur ou professeure d'université,investisseur,t.a.-d.a.-f.o.-',0.36,True
Q357813,chargé de cours,agent de,d.a.-l.a.-f.o.-',0.24,True
Q33394058,travailleur manuel,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q1796839,kitchen assistant,consultant,f.a.-s.a.-f.o.-',0.31,True
Q382887,élu au service public,publicitaire,b.a.-d.a.-f.o.-',0.55,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q11063,astronome,assureur,f.a.-t.a.-f.o.-',0.24,True
Q131512,agriculteur ou agricultrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.27,True
Q2961975,chef ou cheffe d'entreprise,entrepreneur,l.a.-d.a.-f.o.-',0.57,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q15987302,profession juridique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q112598603,data professional,procureur,b.a.-n.a.-f.o.-',0.22,True
Q373085,chancelier,familier,m.a.-m.a.-f.o.-',0.43,False
Q20826540,érudit,éditeur,t.a.-b.a.-f.o.-',0.19,True
Q512314,socialite,travailleur social,f.a.-n.a.-f.o.-',0.44,False
Q15472169,mécène,médiateur,m.a.-s.a.-f.o.-',0.22,True
Q1294787,artisan,archiviste,t.a.-l.a.-f.o.-',0.12,True
Q15980591,monteur d'acier,inventeur,d.a.-d.a.-f.o.-',0.33,True
Q318296,enlèvement,mentor,s.a.-d.a.-f.o.-',0.32,True
Q2873500,aventurier ou aventurière,ouvrier,m.a.-l.a.-f.o.-',0.25,True
Q10729326,pirate,diplomate,k.a.-s.a.-f.o.-',0.24,True
Q178197,mercenaire,partenaire,m.a.-d.a.-f.o.-',0.54,False
Q2994440,corps des conservateurs du patrimoine,consultant,f.a.-s.a.-f.o.-',0.27,True
Q25616474,musicien d'un instrument de la famille des bois,musicien,f.a.-b.a.-f.o.-',0.63,False
Q30131998,anthropologiste culturel,écologiste,l.a.-f.a.-f.o.-',0.6,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q21012419,soin animalier,familier,m.a.-m.a.-f.o.-',0.29,True
Q6235,nationalisme,journaliste,n.a.-b.a.-f.o.-',0.35,True
Q99543230,early childhood teacher,technicien,f.a.-d.a.-f.o.-',0.11,True
Q2251335,instituteur ou institutrice,inspecteur,d.a.-k.a.-f.o.-',0.31,True
Q78812499,schoolmistress,ancêtre,t.a.-m.a.-f.o.-',0.13,True
Q239526,progéniture,procureur,b.a.-n.a.-f.o.-',0.34,True
Q84048852,être humain féminin,ancêtre,t.a.-m.a.-f.o.-',0.44,False
Q29514218,enfant,enfant,d.a.-m.a.-f.o.-',1.0,False
Q2378505,promoteur,producteur,d.a.-b.a.-f.o.-',0.45,False
Q13235160,producteur,producteur,d.a.-b.a.-f.o.-',1.0,False
Q4330518,objet de la recherche,agent de,d.a.-l.a.-f.o.-',0.3,True
Q5067949,chaîne d'évènements,mentor,s.a.-d.a.-f.o.-',0.42,False
Q10659189,cambrioleur,travailleur social,f.a.-n.a.-f.o.-',0.24,True
Q4688043,trapéziste,activiste,b.a.-k.a.-f.o.-',0.3,True
Q19828933,équilibriste,secouriste,f.a.-l.a.-f.o.-',0.45,False
Q27943370,personnalité du monde de la mode,agent de,d.a.-l.a.-f.o.-',0.29,True
Q57735705,personnalité liée au droit,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q384593,policier ou policière,policier,n.a.-l.a.-f.o.-',0.93,False
Q1930187,journaliste,journaliste,n.a.-b.a.-f.o.-',1.0,False
Q16532929,administrateur,médiateur,m.a.-s.a.-f.o.-',0.31,True
Q17221,porte-parole,transporteur,b.a.-l.a.-f.o.-',0.35,True
Q21505859,potier grec de l'Antiquité,agent de,d.a.-l.a.-f.o.-',0.28,True
Q19101121,artisan manuel,manager,l.a.-s.a.-f.o.-',0.23,True
Q329439,graveur ou graveuse sur métal,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.2,True
Q211423,orfèvre,père,n.a.-m.a.-f.o.-',0.24,True
Q1283397,gemcutter,ouvrier,m.a.-l.a.-f.o.-',0.17,True
Q1664338,inquisiteur,éditeur,t.a.-b.a.-f.o.-',0.41,False
Q1549367,inquisiteur général,éditeur,t.a.-b.a.-f.o.-',0.37,True
Q57735705,personnalité liée au droit,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q384593,policier ou policière,policier,n.a.-l.a.-f.o.-',0.93,False
Q327333,agence publique,relation publique,l.a.-b.a.-f.o.-',0.61,False
Q42603,prêtre,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q15995642,chef religieux,relation publique,l.a.-b.a.-f.o.-',0.24,True
Q255274,col blanc,ancêtre,t.a.-m.a.-f.o.-',0.14,True
Q7406919,service,secrétaire,k.a.-t.a.-f.o.-',0.19,True
Q2421951,care,cartographe,l.a.-t.a.-f.o.-',0.3,True
Q2328828,stagehand,agent de,d.a.-l.a.-f.o.-',0.25,True
Q864503,biologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q115246813,plucked instrument player,mentor,s.a.-d.a.-f.o.-',0.26,True
Q1328323,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q4991371,soldat,avocat,n.a.-t.a.-f.o.-',0.16,True
Q15983773,Infanteriste,enfant,d.a.-m.a.-f.o.-',0.39,True
Q2518689,guérisseur,investisseur,t.a.-d.a.-f.o.-',0.51,False
Q1511216,courtisan,secouriste,f.a.-l.a.-f.o.-',0.26,True
Q1196276,Kuge,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q1781198,agronome,agent de,d.a.-l.a.-f.o.-',0.27,True
Q131512,agriculteur ou agricultrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.27,True
Q11974939,professionnel ou professionnelle de la santé,procureur,b.a.-n.a.-f.o.-',0.21,True
Q167563,police en Allemagne,policier,n.a.-l.a.-f.o.-',0.54,False
Q323081,polyglotte,policier,n.a.-l.a.-f.o.-',0.35,True
Q3332438,médecin spécialiste,médecin,n.a.-f.a.-f.o.-',0.75,False
Q15924224,médecin interniste,médecin,n.a.-f.a.-f.o.-',0.88,False
Q2259532,clerc,client,n.a.-d.a.-f.o.-',0.27,True
Q1638918,ordinaire,partenaire,m.a.-d.a.-f.o.-',0.5,False
Q19507792,illustrateur ou illustratrice scientifique,relation publique,l.a.-b.a.-f.o.-',0.2,True
Q175151,imprimeur,acteur,s.a.-b.a.-f.o.-',0.28,True
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q5482740,programmeur ou programmeuse,procureur,b.a.-n.a.-f.o.-',0.25,True
Q42973,architecte,archiviste,t.a.-l.a.-f.o.-',0.53,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q901,scientifique,relation publique,l.a.-b.a.-f.o.-',0.3,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q63755375,fonctionnaire de catégorie A,fonctionnaire,t.a.-k.a.-f.o.-',0.92,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q189290,officier,officier,l.a.-k.a.-f.o.-',1.0,False
Q81096,ingénieur ou ingénieure,inventeur,d.a.-d.a.-f.o.-',0.19,True
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q48282,étudiant ou étudiante,étudiant,d.a.-s.a.-f.o.-',0.97,False
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q212238,fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',1.0,False
Q11085831,interprète,inventeur,d.a.-d.a.-f.o.-',0.26,True
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q266569,animateur ou animatrice,réformateur,n.a.-k.a.-f.o.-',0.37,True
Q28798045,animateur assistant,réformateur,n.a.-k.a.-f.o.-',0.31,True
Q701632,conseil municipal,consultant,f.a.-s.a.-f.o.-',0.32,True
Q56061,entité territoriale administrative,guerrier,l.a.-l.a.-f.o.-',0.18,True
Q1731155,orientaliste,journaliste,n.a.-b.a.-f.o.-',0.52,False
Q19829980,scientifique des religions,relation publique,l.a.-b.a.-f.o.-',0.39,True
Q64503961,funeral service professional,procureur,b.a.-n.a.-f.o.-',0.18,True
Q329741,aspirant,guide spirituel,n.a.-n.a.-f.o.-',0.2,True
Q3754526,administration,relation publique,l.a.-b.a.-f.o.-',0.41,False
Q717040,tradition de Noël,traducteur,t.a.-s.a.-f.o.-',0.29,True
Q838948,œuvre d’art,partenaire,m.a.-d.a.-f.o.-',0.18,True
Q207697,diorama,amant/e,b.a.-m.a.-f.o.-',0.17,True
Q7802,pain,partenaire,m.a.-d.a.-f.o.-',0.16,True
Q2095,nourriture,guide spirituel,n.a.-n.a.-f.o.-',0.19,True
Q33999,acteur ou actrice,acteur,s.a.-b.a.-f.o.-',0.91,False
Q5716684,danseur ou danseuse,précurseur,s.a.-n.a.-f.o.-',0.19,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q15214752,artiste de cabaret,archiviste,t.a.-l.a.-f.o.-',0.29,True
Q128124,ingénieur du son,inventeur,d.a.-d.a.-f.o.-',0.16,True
Q12039558,joueur de go,joueur,m.a.-b.a.-f.o.-',0.9,False
Q55736868,juge de la Cour suprême,agent de,d.a.-l.a.-f.o.-',0.28,True
Q16474031,président de tribunal,agent de,d.a.-l.a.-f.o.-',0.38,True
Q25713832,dirigeant ou dirigeante,enfant,d.a.-m.a.-f.o.-',0.15,True
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q183039,forme d'État,réformateur,n.a.-k.a.-f.o.-',0.21,True
Q16533,juge,juré,k.a.-n.a.-f.o.-',0.33,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q61022630,officer,officier,l.a.-k.a.-f.o.-',0.74,False
Q11998775,rider,guide spirituel,n.a.-n.a.-f.o.-',0.14,True
Q5,être humain,ancêtre,t.a.-m.a.-f.o.-',0.52,False
Q639669,musicien ou musicienne,musicien,f.a.-b.a.-f.o.-',0.98,False
Q10843872,procédé,procureur,b.a.-n.a.-f.o.-',0.53,False
Q48803,horticulture,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.18,True
Q3769299,comportement humain,comptable,b.a.-t.a.-f.o.-',0.3,True
Q24034076,mode de vie,agent de,d.a.-l.a.-f.o.-',0.43,False
Q131512,agriculteur ou agricultrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.27,True
Q6149036,décoration,relation publique,l.a.-b.a.-f.o.-',0.41,False
Q467,femme,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q27532437,suffragiste,écologiste,l.a.-f.a.-f.o.-',0.51,False
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q350979,zoologiste,écologiste,l.a.-f.a.-f.o.-',0.79,False
Q16657634,locuteur,auteur,b.a.-b.a.-f.o.-',0.6,False
Q333634,traducteur ou traductrice,traducteur,t.a.-s.a.-f.o.-',0.96,False
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q3610436,styliste,journaliste,n.a.-b.a.-f.o.-',0.49,False
Q11499147,militant ou militante politique,politicien,s.a.-k.a.-f.o.-',0.38,True
Q118162105,factieux,activiste,b.a.-k.a.-f.o.-',0.28,True
Q19476593,grade de la police,policier,n.a.-l.a.-f.o.-',0.5,False
Q65720209,hobbyist,activiste,b.a.-k.a.-f.o.-',0.17,True
Q28502983,electronic design,lecteur,b.a.-s.a.-f.o.-',0.34,True
Q1387659,école de pensée,écologiste,l.a.-f.a.-f.o.-',0.35,True
Q1047113,spécialité,travailleur social,f.a.-n.a.-f.o.-',0.19,True
Q41583,entraîneur sportif,entrepreneur,l.a.-d.a.-f.o.-',0.4,False
Q194253,évangélisme,journaliste,n.a.-b.a.-f.o.-',0.19,True
Q3425524,Christianisme charismatique,relation publique,l.a.-b.a.-f.o.-',0.25,True
Q599151,haut fonctionnaire ou haute fonctionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.97,False
Q19398863,vocational driver,avocat,n.a.-t.a.-f.o.-',0.4,False
Q681842,emergency services personnel,mere,f.a.-m.a.-f.o.-',0.16,True
Q3486937,personnel médical,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q7135767,paraprofessional,partenaire,m.a.-d.a.-f.o.-',0.22,True
Q494756,donnée,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q132050,gouverneur,entrepreneur,l.a.-d.a.-f.o.-',0.31,True
Q294414,fonction publique,relation publique,l.a.-b.a.-f.o.-',0.63,False
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q1371378,ethnologue,psychologue,s.a.-f.a.-f.o.-',0.62,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q1360697,Wundarzt (allemand),allié,l.a.-m.a.-f.o.-',0.15,True
Q10669499,officier de marine,officier,l.a.-k.a.-f.o.-',0.91,False
Q8434,éducation,relation publique,l.a.-b.a.-f.o.-',0.4,False
Q28146366,religieuse chrétienne,relation publique,l.a.-b.a.-f.o.-',0.22,True
Q1520404,vierge consacrée,consultant,f.a.-s.a.-f.o.-',0.43,False
Q29182,évêque,relation publique,l.a.-b.a.-f.o.-',0.27,True
Q618779,distinction,fonctionnaire,t.a.-k.a.-f.o.-',0.4,False
Q15977971,travailleur du bois,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q15924224,médecin interniste,médecin,n.a.-f.a.-f.o.-',0.88,False
Q108286983,métier de la finance,agent de,d.a.-l.a.-f.o.-',0.29,True
Q163740,organisation à but non lucratif,relation publique,l.a.-b.a.-f.o.-',0.42,False
Q33394058,travailleur manuel,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q215627,personne,fonctionnaire,t.a.-k.a.-f.o.-',0.18,True
Q838089,lutte,hôte,f.a.-k.a.-f.o.-',0.23,True
Q24833212,consort of monarch,consultant,f.a.-s.a.-f.o.-',0.35,True
Q811122,travailleur de la construction,travailleur social,f.a.-n.a.-f.o.-',0.63,False
Q5157565,professionnel de l'informatique,informaticien,s.a.-t.a.-f.o.-',0.54,False
Q108289402,database and network professionals,procureur,b.a.-n.a.-f.o.-',0.2,True
Q2094191,résistance dans l'Europe occupée par les nazis,partenaire,m.a.-d.a.-f.o.-',0.2,True
Q82955,personnalité politique,politicien,s.a.-k.a.-f.o.-',0.51,False
Q11744698,cercle parlementaire,notaire,m.a.-t.a.-f.o.-',0.42,False
Q486839,parlementaire,notaire,m.a.-t.a.-f.o.-',0.44,False
Q2986228,commentateur sportif,spectateur,k.a.-b.a.-f.o.-',0.36,True
Q15978655,consultant ou consultante,consultant,f.a.-s.a.-f.o.-',0.98,False
Q114868492,énergéticien ou énergéticienne,politicien,s.a.-k.a.-f.o.-',0.57,False
Q9378427,actionnaire,fonctionnaire,t.a.-k.a.-f.o.-',0.73,False
Q47541952,producteur ou productrice artistique,producteur,d.a.-b.a.-f.o.-',0.89,False
Q34388953,film people,bénévole,m.a.-n.a.-f.o.-',0.2,True
Q108290556,"stonemasons, stone cutters, splitters and carvers",cartographe,l.a.-t.a.-f.o.-',0.16,True
Q811122,travailleur de la construction,travailleur social,f.a.-n.a.-f.o.-',0.63,False
Q315247,étudiant ou étudiante à l'université,étudiant,d.a.-s.a.-f.o.-',0.97,False
Q80687,secrétaire,secrétaire,k.a.-t.a.-f.o.-',1.0,False
Q23835475,assistant,consultant,f.a.-s.a.-f.o.-',0.32,True
Q2462658,manager,manager,l.a.-s.a.-f.o.-',1.0,False
Q185351,juriste,secouriste,f.a.-l.a.-f.o.-',0.55,False
Q3778211,personnalité juridique,juré,k.a.-n.a.-f.o.-',0.23,True
Q715301,auteur ou autrice de bande dessinée,auteur,b.a.-b.a.-f.o.-',0.72,False
Q715301,auteur ou autrice de bande dessinée,auteur,b.a.-b.a.-f.o.-',0.72,False
Q1630100,modèle,bénévole,m.a.-n.a.-f.o.-',0.2,True
Q852857,travailleur ou travailleuse du sexe,travailleur social,f.a.-n.a.-f.o.-',0.8,False
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q7569,enfant,enfant,d.a.-m.a.-f.o.-',1.0,False
Q4610556,mannequin,manager,l.a.-s.a.-f.o.-',0.32,True
Q215536,commerçant,comptable,b.a.-t.a.-f.o.-',0.25,True
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q1914636,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q12737077,activité,activiste,b.a.-k.a.-f.o.-',0.74,False
Q211423,orfèvre,père,n.a.-m.a.-f.o.-',0.24,True
Q177220,chanteur ou chanteuse,inventeur,d.a.-d.a.-f.o.-',0.43,False
Q6302990,officier judiciaire,officier,l.a.-k.a.-f.o.-',0.86,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q17488363,historien ou historienne de l'économie,agent de,d.a.-l.a.-f.o.-',0.17,True
Q1414937,combattant,consultant,f.a.-s.a.-f.o.-',0.39,True
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q108286217,"Butchers, Fishmongers and Related Food Preparers",relation publique,l.a.-b.a.-f.o.-',0.31,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q713200,artiste interprète,archiviste,t.a.-l.a.-f.o.-',0.33,True
Q9200127,membre,mere,f.a.-m.a.-f.o.-',0.4,False
Q1278335,instrumentiste,activiste,b.a.-k.a.-f.o.-',0.25,True
Q25829748,cuivriste,secouriste,f.a.-l.a.-f.o.-',0.45,False
Q37226,enseignant ou enseignante,enseignant,d.a.-f.a.-f.o.-',0.98,False
Q3486937,personnel médical,médiateur,m.a.-s.a.-f.o.-',0.45,False
Q7135767,paraprofessional,partenaire,m.a.-d.a.-f.o.-',0.22,True
Q681842,emergency services personnel,mere,f.a.-m.a.-f.o.-',0.16,True
Q19693316,intervenant d'urgence,enseignant,d.a.-f.a.-f.o.-',0.28,True
Q349843,profession paramédicale,médiateur,m.a.-s.a.-f.o.-',0.19,True
Q3400985,universitaire,publicitaire,b.a.-d.a.-f.o.-',0.56,False
Q9344260,professeur associé,investisseur,t.a.-d.a.-f.o.-',0.29,True
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q18576582,métallurgiste,écologiste,l.a.-f.a.-f.o.-',0.43,False
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q1156796,officier subalterne,officier,l.a.-k.a.-f.o.-',0.97,False
Q816432,chef de projet,agent de,d.a.-l.a.-f.o.-',0.34,True
Q19382184,ébéniste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q30906402,cantor,mentor,s.a.-d.a.-f.o.-',0.58,False
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q11606851,絵師,acteurs sociaux,M:M:.a.-M:M:.a.-f.o.-',0.0,True
Q15319501,chercheur ou chercheuse en sciences sociales,travailleur social,f.a.-n.a.-f.o.-',0.4,False
Q19829999,culturologue,psychologue,s.a.-f.a.-f.o.-',0.5,False
Q14467526,linguiste,activiste,b.a.-k.a.-f.o.-',0.37,True
Q3499072,chef cuisinier ou chef cuisinière,voisin,m.a.-k.a.-f.o.-',0.34,True
Q211236,célébrité,guide spirituel,n.a.-n.a.-f.o.-',0.17,True
Q182436,bibliothécaire,notaire,m.a.-t.a.-f.o.-',0.43,False
Q22813352,voyageur ou voyageuse,pourvoyeur,k.a.-f.a.-f.o.-',0.15,True
Q2374149,botaniste,activiste,b.a.-k.a.-f.o.-',0.33,True
Q483501,artiste,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q1028181,peintre,ancêtre,t.a.-m.a.-f.o.-',0.27,True
Q2066131,athlète,hôte,f.a.-k.a.-f.o.-',0.23,True
Q33394058,travailleur manuel,travailleur social,f.a.-n.a.-f.o.-',0.74,False
Q2259532,clerc,client,n.a.-d.a.-f.o.-',0.27,True
Q1281618,sculpteur ou sculptrice,cultivateur / éleveur,f.a.-f.a.-f.o.-',0.25,True
Q777952,instructeur,inspecteur,d.a.-k.a.-f.o.-',0.45,False
Q1866686,plongeur,acteur,s.a.-b.a.-f.o.-',0.17,True
Q6430706,critique,relation publique,l.a.-b.a.-f.o.-',0.33,True
Q17176618,contrebandier,consultant,f.a.-s.a.-f.o.-',0.19,True
Q3391743,artiste visuel ou artiste visuelle,archiviste,t.a.-l.a.-f.o.-',0.36,True
Q108289430,"artistic, cultural and culinary associate professionals",cultivateur / éleveur,f.a.-f.a.-f.o.-',0.23,True
Q5352191,technicien ou technicienne,technicien,f.a.-d.a.-f.o.-',0.99,False
Q17537576,œuvre créative,secrétaire,k.a.-t.a.-f.o.-',0.15,True
Q5707594,article de presse,agent de,d.a.-l.a.-f.o.-',0.26,True
Q87285943,ouvrier,ouvrier,m.a.-l.a.-f.o.-',1.0,False
Q15980158,auteur ou autrice de non-fiction,auteur,b.a.-b.a.-f.o.-',0.72,False
Q2588761,travailleur qualifié ou travailleuse qualifiée,travailleur social,f.a.-n.a.-f.o.-',0.78,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q131524,entrepreneur ou entrepreneuse,entrepreneur,l.a.-d.a.-f.o.-',0.98,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q3368718,pathologiste,écologiste,l.a.-f.a.-f.o.-',0.7,False
Q39631,médecin,médecin,n.a.-f.a.-f.o.-',1.0,False
Q201788,historien ou historienne,ouvrier,m.a.-l.a.-f.o.-',0.18,True
Q16334430,spécialiste de l'amérique latine,journaliste,n.a.-b.a.-f.o.-',0.37,True
Q1790480,traducteur-interprète,traducteur,t.a.-s.a.-f.o.-',0.94,False
Q36180,écrivain ou écrivaine,écologiste,l.a.-f.a.-f.o.-',0.11,True
Q254651,navigateur ou navigatrice,médiateur,m.a.-s.a.-f.o.-',0.36,True
Q1265807,chercheur ou chercheuse en science de l'information,informaticien,s.a.-t.a.-f.o.-',0.57,False
Q12713481,ouvrier,ouvrier,m.a.-l.a.-f.o.-',1.0,False
Q1162163,directeur ou directrice,lecteur,b.a.-s.a.-f.o.-',0.47,False
Q4164871,fonction,fonctionnaire,t.a.-k.a.-f.o.-',0.67,False
Q10669499,officier de marine,officier,l.a.-k.a.-f.o.-',0.91,False
Q19476593,grade de la police,policier,n.a.-l.a.-f.o.-',0.5,False
Q214609,matériau,manager,l.a.-s.a.-f.o.-',0.15,True
Q1366370,littérature islamique,relation publique,l.a.-b.a.-f.o.-',0.26,True
