Terme_Wikidata,ID_Wikidata,Match_1_IEML,Score_1,Match_2_IEML,Score_2,Match_3_IEML,Score_3
artiste de cirque,Q17307272,archiviste,0.2535,activiste,0.2161,agent de,0.2143
espion ou espionne,Q9352089,fonctionnaire,0.1854,relation publique,0.1665,guide spirituel,0.0955
célébrité d'internet,Q2045208,inventeur,0.1685,guide spirituel,0.1187,diplomate,0.0
marketeur ou marketeuse,Q1900657,acteur,0.2319,auteur,0.1999,lecteur,0.1908
être humain,Q5,ancêtre,0.519,témoin,0.0773,voisin,0.0773
promagistrat,Q731997,procureur,0.1982,producteur,0.1977,écologiste,0.181
artiste visuel ou artiste visuelle,Q3391743,archiviste,0.3556,activiste,0.3172,secouriste,0.2301
artiste interprète,Q713200,archiviste,0.3324,activiste,0.2913,secouriste,0.263
inspecteur,Q27214348,inspecteur,1.0,lecteur,0.3709,spectateur,0.3292
instrumentiste,Q1278335,activiste,0.2515,archiviste,0.2281,secouriste,0.2271
chercheur ou chercheuse,Q1650915,archiviste,0.1748,ouvrier,0.1058,acteur,0.0897
statisticien ou statisticienne,Q2732142,politicien,0.4365,informaticien,0.4231,musicien,0.3061
data professional,Q112598603,procureur,0.2182,producteur,0.2176,fondateur,0.0959
analyste,Q942569,journaliste,0.2376,activiste,0.1736,archiviste,0.1575
combat arm,Q4793045,comptable,0.2413,avocat,0.1069,archiviste,0.0855
personnalité liée au droit,Q57735705,journaliste,0.1937,fonctionnaire,0.1774,auteur,0.103
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
occultiste,Q12797895,cultivateur / éleveur,0.2823,activiste,0.2439,archiviste,0.2213
ministre du culte,Q1423891,adulte,0.3833,cultivateur / éleveur,0.2485,ancêtre,0.1529
prêtre chrétien,Q831474,ancêtre,0.4321,musicien,0.1371,politicien,0.1222
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
ordinaire,Q1638918,partenaire,0.5009,fonctionnaire,0.4316,notaire,0.367
head of a diocese,Q112074151,officier,0.169,diplomate,0.1491,guerrier,0.0
pasteur,Q352507,acteur,0.3004,auteur,0.259,lecteur,0.2472
Épiscope,Q3589178,époux,0.2927,guerrier,0.0,juré,0.0
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
mathématicien ou mathématicienne,Q170790,informaticien,0.6181,politicien,0.3695,musicien,0.2591
technicien ou technicienne,Q5352191,technicien,0.9852,musicien,0.2158,politicien,0.1923
domestique,Q54128,relation publique,0.3069,investisseur,0.1898,syndiqué,0.0622
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
chimiste,Q593644,archiviste,0.4339,activiste,0.3698,secouriste,0.3339
scientifique interdisciplinaire,Q17136179,partenaire,0.2925,fonctionnaire,0.2521,relation publique,0.217
travailleur ou travailleuse,Q327055,travailleur social,0.7999,traducteur,0.115,transporteur,0.0962
professions élémentaires non classées ailleurs,Q108290816,travailleur social,0.3087,notaire,0.2263,acteurs sociaux,0.1629
psychologue,Q212980,psychologue,1.0,écologiste,0.0952,guerrier,0.0358
médecin,Q39631,médecin,1.0,médiateur,0.146,voisin,0.0457
danseur ou danseuse,Q5716684,précurseur,0.1886,investisseur,0.1699,aidant,0.1262
contrôle,Q338754,consultant,0.262,comptable,0.159,entrepreneur,0.0848
maîtrise,Q29017603,manager,0.1708,secouriste,0.1454,guerrier,0.0
coordination,Q1783823,relation publique,0.4389,fonctionnaire,0.1468,comptable,0.0567
métallurgiste,Q18576582,écologiste,0.4253,activiste,0.2577,archiviste,0.2338
sculpteur ou sculptrice,Q1281618,cultivateur / éleveur,0.2503,acteur,0.2065,auteur,0.178
forgeron ou forgeronne,Q838566,manager,0.1306,fonctionnaire,0.1281,fondateur,0.1082
fondeur ou fondeuse,Q12031226,fondateur,0.4623,vendeur,0.3613,défendeur,0.3009
peinture japonaise,Q1683295,partenaire,0.1832,fonctionnaire,0.1579,assureur,0.1363
Peinture de lettrés,Q1142000,agent de,0.3398,lecteur,0.1302,assureur,0.0879
sculpteur ou sculptrice,Q1281618,cultivateur / éleveur,0.2503,acteur,0.2065,auteur,0.178
religious artist,Q107560891,relation publique,0.1886,archiviste,0.1295,investisseur,0.0735
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
refus,Q19358049,relation publique,0.1594,guerrier,0.0,législateur,0.0
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
biologiste,Q864503,écologiste,0.7881,activiste,0.2022,archiviste,0.1834
acousticien ou acousticienne,Q10404150,politicien,0.475,informaticien,0.4092,musicien,0.333
tisserand,Q437512,investisseur,0.4224,transporteur,0.0723,guerrier,0.0
ouvrier,Q12713481,ouvrier,1.0,guerrier,0.2301,policier,0.0913
administrateur colonial ou administratrice coloniale,Q17765219,écologiste,0.2385,travailleur social,0.1621,médiateur,0.1201
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
pédagogue,Q1231865,psychologue,0.4409,guerrier,0.0813,relation publique,0.0559
activité,Q12737077,activiste,0.7447,acteur,0.2396,acteurs sociaux,0.1239
profession,Q28640,procureur,0.2381,producteur,0.2375,relation publique,0.1975
géoscientifique,Q11424604,relation publique,0.3032,client,0.1961,musicien,0.1323
technicien ou technicienne,Q5352191,technicien,0.9852,musicien,0.2158,politicien,0.1923
personne,Q215627,fonctionnaire,0.1774,guerrier,0.0,traducteur,0.0
occurrence,Q1190554,entrepreneur,0.1395,procureur,0.1257,précurseur,0.1145
musicien ou musicienne,Q639669,musicien,0.9799,politicien,0.2255,technicien,0.2176
graveur ou graveuse sur métal,Q329439,cultivateur / éleveur,0.1955,travailleur social,0.1337,assureur,0.0952
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
joueur professionnel ou joueuse professionnelle,Q18536342,joueur,0.75,procureur,0.1549,producteur,0.1546
champion,Q852061,relation publique,0.2684,fonctionnaire,0.0881,guerrier,0.0
créateur ou créatrice,Q2500638,médiateur,0.2514,fondateur,0.249,spectateur,0.2344
organisation,Q43229,relation publique,0.4603,fonctionnaire,0.154,informaticien,0.0538
chant,Q27939,enfant,0.3372,aidant,0.3337,étudiant,0.2789
manager,Q2462658,manager,1.0,agent de,0.0548,amant/e,0.0485
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
chasseur de primes,Q621613,investisseur,0.3479,précurseur,0.2423,agent de,0.2358
transporteur,Q561457,transporteur,1.0,traducteur,0.1596,inspecteur,0.1008
vocational driver,Q19398863,avocat,0.4026,relation publique,0.2213,fonctionnaire,0.1156
ingénieur du son,Q128124,inventeur,0.1595,inspecteur,0.1534,innovateur,0.1497
cadre dirigeant ou cadre dirigeante,Q978044,enfant,0.1253,aidant,0.124,diplomate,0.1182
dirigeant de société,Q107100767,agent de,0.2685,acteurs sociaux,0.2668,travailleur social,0.2271
répétiteur vocal,Q2350126,éditeur,0.3784,avocat,0.2395,acteur,0.1623
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
station staff,Q11668201,relation publique,0.435,fonctionnaire,0.1455,spectateur,0.0738
Contrôleur des transports,Q228422,transporteur,0.7394,travailleur social,0.1711,traducteur,0.119
cheminot,Q7063944,notaire,0.2618,traducteur,0.0,spectateur,0.0
officier de renseignement,Q5121444,officier,0.6782,enseignant,0.409,policier,0.2226
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
diplomate,Q193391,diplomate,1.0,réformateur,0.0911,hôte,0.0337
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
décorateur,Q22811707,médiateur,0.3188,fondateur,0.3158,spectateur,0.2973
directeur ou directrice artistique,Q706364,lecteur,0.3657,inspecteur,0.284,acteur,0.2207
cinéaste,Q1414443,activiste,0.196,archiviste,0.1779,secouriste,0.177
thérapeute,Q2419397,auteur,0.1969,cartographe,0.1176,hôte,0.1017
auxiliaire de santé,Q55071047,notaire,0.2859,agent de,0.2467,secrétaire,0.2273
thérapeute alternatif,Q29881694,adulte,0.1558,auteur,0.1232,allié,0.115
chirurgie,Q40821,archiviste,0.2066,guerrier,0.0,législateur,0.0
gynécologie,Q1221899,écologiste,0.696,psychologue,0.1368,juré,0.0
ambassadeur ou ambassadrice,Q121998,vendeur,0.2385,défendeur,0.1987,assureur,0.1776
diplomate attaché à un territoire,Q116182667,diplomate,0.8639,guerrier,0.1266,réformateur,0.0787
lutherie,Q3267878,ouvrier,0.2288,guerrier,0.2117,législateur,0.0
yechiva,Q154773,archiviste,0.2772,technicien,0.0932,cultivateur / éleveur,0.0702
accompagnateur professionnel,Q2238884,producteur,0.2362,acteur,0.2122,médiateur,0.191
dirigeant sportif,Q26481809,transporteur,0.357,enfant,0.1286,aidant,0.1273
colon,Q1818899,écologiste,0.2692,comptable,0.0795,consultant,0.0772
voyageur ou voyageuse,Q22813352,pourvoyeur,0.148,voisin,0.1449,agent de,0.1262
immigrant,Q12547146,enfant,0.2209,aidant,0.2187,étudiant,0.1827
Américains,Q846570,amant/e,0.1698,inspecteur,0.1621,guerrier,0.0
pionnier,Q937283,fonctionnaire,0.2427,ouvrier,0.1766,policier,0.176
avocat ou avocate,Q40348,avocat,0.9493,diplomate,0.0554,ouvrier,0.0341
ethnologie,Q43455,écologiste,0.4815,psychologue,0.1978,juré,0.0
pratiquant d'arts martiaux,Q11124885,acteurs sociaux,0.2885,enfant,0.1102,aidant,0.1091
journaliste sportif ou journaliste sportive,Q13219447,journaliste,0.886,transporteur,0.197,activiste,0.1496
polémiste,Q1642960,activiste,0.3222,archiviste,0.2923,secouriste,0.291
animateur ou animatrice de télévision,Q947873,réformateur,0.2876,agent de,0.1673,médiateur,0.1538
speaker,Q1371925,spectateur,0.3401,inspecteur,0.1082,guide spirituel,0.0792
personnalité liée au sport,Q50995749,transporteur,0.2885,journaliste,0.146,fonctionnaire,0.1338
commissaire de police,Q2101758,policier,0.4572,politicien,0.251,notaire,0.2114
fonction publique,Q294414,relation publique,0.63,fonctionnaire,0.4785,publicitaire,0.2311
professionnel ou professionnelle de la santé,Q11974939,procureur,0.2055,producteur,0.205,fonctionnaire,0.1898
charlatanisme,Q1468920,pharmacien,0.1214,consultant,0.1186,législateur,0.1022
guérisseur,Q2518689,investisseur,0.5126,précurseur,0.1938,acteur,0.0642
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
compagnie,Q783794,comptable,0.4965,consultant,0.0691,guerrier,0.0
entreprise,Q6881511,entrepreneur,0.6666,secouriste,0.0528,ancêtre,0.0516
physicien ou physicienne,Q169470,musicien,0.6213,politicien,0.3222,technicien,0.3109
conseiller ou conseillère,Q2994387,consultant,0.3471,enseignant,0.1833,père,0.1189
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
"bakers, pastry-cooks and confectionery makers",Q108290615,fonctionnaire,0.2542,consultant,0.1519,relation publique,0.1072
charge élective,Q17279032,lecteur,0.2626,activiste,0.1984,cultivateur / éleveur,0.1963
agent,Q24229398,agent de,0.8893,client,0.1584,manager,0.0616
counseling psychologist,Q122745795,psychologue,0.6736,écologiste,0.398,secouriste,0.058
consultant ou consultante,Q15978655,consultant,0.9775,enfant,0.056,aidant,0.0554
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
bibliothécaire,Q182436,notaire,0.4332,publicitaire,0.3957,secrétaire,0.3443
expert interdisciplinaire d'une région géographique,Q17135920,cartographe,0.3087,relation publique,0.2519,partenaire,0.2264
historien ou historienne,Q201788,ouvrier,0.1787,musicien,0.1431,mentor,0.1408
astronome,Q11063,assureur,0.2383,guerrier,0.0,frère/socur,0.0
botaniste,Q2374149,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
infirmière ou infirmier,Q186360,infirmier / soignant,0.6878,informaticien,0.1001,père,0.0971
membre d'équipage,Q5184855,mere,0.2549,agent de,0.1282,banquier,0.128
ingénieur des transports,Q12964993,transporteur,0.8379,traducteur,0.1349,inspecteur,0.0958
astrophysicien ou astrophysicienne,Q752129,musicien,0.5797,politicien,0.3007,technicien,0.2901
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
scientifique,Q901,relation publique,0.3032,client,0.1961,musicien,0.1323
guide,Q14290559,guide spirituel,0.5733,agent de,0.0664,guerrier,0.0567
évêque catholique romain,Q102039658,relation publique,0.3846,psychologue,0.1037,avocat,0.0541
évêque diocésain,Q1144278,relation publique,0.2115,diplomate,0.0987,voisin,0.0888
ordinaire,Q1638918,partenaire,0.5009,fonctionnaire,0.4316,notaire,0.367
botaniste,Q2374149,activiste,0.3339,archiviste,0.3029,secouriste,0.3015
paléobiologiste,Q16037036,écologiste,0.7627,activiste,0.1957,archiviste,0.1775
croyant ou croyante,Q17573152,enfant,0.2356,aidant,0.2332,étudiant,0.1948
charlatanisme,Q1468920,pharmacien,0.1214,consultant,0.1186,législateur,0.1022
militant ou militante,Q15253558,consultant,0.2383,familier,0.2326,enfant,0.0938
chercheur ou chercheuse en sciences sociales,Q15319501,travailleur social,0.3971,acteurs sociaux,0.321,musicien,0.1212
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
chercheur médical,Q15401884,médiateur,0.5094,médecin,0.2144,éditeur,0.139
chercheur ou chercheuse,Q1650915,archiviste,0.1748,ouvrier,0.1058,acteur,0.0897
enseignant-chercheur ou enseignante-chercheuse,Q1706722,enseignant,0.9263,infirmier / soignant,0.2333,enfant,0.0695
travailleur ou travailleuse de la connaissance,Q1914017,travailleur social,0.7496,traducteur,0.1078,fonctionnaire,0.0983
fonction,Q4164871,fonctionnaire,0.671,relation publique,0.197,fondateur,0.1348
adjoint,Q3250324,adulte,0.1701,témoin,0.166,enfant,0.0814
conseiller régional,Q27830328,consultant,0.2816,travailleur social,0.1526,enseignant,0.1487
prédicateur à la télévision,Q66387537,médiateur,0.2508,fondateur,0.1932,précurseur,0.1892
gastro-entérologue,Q19280221,psychologue,0.6033,écologiste,0.15,guerrier,0.0564
auxiliaire de santé,Q55071047,notaire,0.2859,agent de,0.2467,secrétaire,0.2273
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
chirurgien ou chirurgienne,Q774306,musicien,0.1859,politicien,0.1657,technicien,0.1599
chirurgien ou chirurgienne,Q774306,musicien,0.1859,politicien,0.1657,technicien,0.1599
chirurgien ou chirurgienne,Q774306,musicien,0.1859,politicien,0.1657,technicien,0.1599
soldat,Q4991371,avocat,0.1563,fondateur,0.145,acteurs sociaux,0.0818
dame de compagnie,Q715222,comptable,0.4073,agent de,0.2615,consultant,0.0567
anthropologue,Q4773904,psychologue,0.563,écologiste,0.1399,ancêtre,0.0654
culturologue,Q19829999,psychologue,0.5033,cultivateur / éleveur,0.2186,écologiste,0.1251
médecin spécialiste,Q3332438,médecin,0.754,journaliste,0.3311,activiste,0.1411
mécanicien,Q327029,technicien,0.5621,musicien,0.4096,politicien,0.3651
pilote,Q378622,philosophe,0.161,hôte,0.132,adulte,0.1025
motard,Q45787133,notaire,0.2618,traducteur,0.0,spectateur,0.0
équilibriste,Q19828933,secouriste,0.4546,activiste,0.2678,archiviste,0.243
chanteur ou chanteuse,Q177220,inventeur,0.4251,acteur,0.1658,auteur,0.143
joueur ou joueuse d'échecs,Q10873124,joueur,0.9533,journaliste,0.1563,ouvrier,0.0403
autorité,Q174834,auteur,0.4148,mentor,0.1177,guide spirituel,0.0751
fonction publique,Q294414,relation publique,0.63,fonctionnaire,0.4785,publicitaire,0.2311
personnalité politique locale,Q10547393,politicien,0.491,policier,0.2337,relation publique,0.1726
charge élective,Q17279032,lecteur,0.2626,activiste,0.1984,cultivateur / éleveur,0.1963
chef de gouvernement,Q2285706,agent de,0.4617,mentor,0.2453,client,0.1867
head of a city,Q116783387,citoyen,0.349,officier,0.122,publicitaire,0.0819
moniteur-éducateur ou monitrice-éducatrice,Q3320963,éditeur,0.3524,médiateur,0.2194,traducteur,0.2193
skieur ou skieuse,Q4270517,ouvrier,0.1983,acteur,0.1682,cultivateur / éleveur,0.1472
entraîneur sportif,Q41583,entrepreneur,0.4025,transporteur,0.3451,spectateur,0.0793
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
trafiquant de drogue,Q10384029,psychologue,0.2908,agent de,0.2483,traducteur,0.1384
manufacturier du textile,Q23754015,ouvrier,0.3085,guerrier,0.2856,manager,0.2476
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
travailleur du textile,Q66035178,travailleur social,0.7907,traducteur,0.1187,transporteur,0.0993
rebelle,Q1125062,bénévole,0.1087,comptable,0.102,relation publique,0.0946
designer,Q5322166,agent de,0.179,infirmier / soignant,0.1351,enseignant,0.1131
cartooniste,Q1114448,cartographe,0.4661,activiste,0.2219,archiviste,0.2013
journaliste,Q1930187,journaliste,1.0,secouriste,0.1649,activiste,0.1505
ambassadeur d'un pays,Q29645880,vendeur,0.336,défendeur,0.2798,assureur,0.1536
scénariste,Q28389,secouriste,0.5207,activiste,0.3067,archiviste,0.2783
force basque,Q631306,relation publique,0.1926,banquier,0.0966,fondateur,0.0853
attaché,Q544178,guerrier,0.0,traducteur,0.0,spectateur,0.0
Dienststellung,Q1221126,diplomate,0.1192,enseignant,0.116,client,0.0838
officier,Q189290,officier,1.0,policier,0.3283,musicien,0.0891
réalisateur ou réalisatrice,Q3455803,journaliste,0.2604,réformateur,0.2349,médiateur,0.1585
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
health facility administrator,Q69943983,mentor,0.2588,familier,0.1491,adulte,0.0875
métier du théâtre,Q15839299,ancêtre,0.2579,ouvrier,0.1707,policier,0.1701
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
enseignant ou enseignante,Q37226,enseignant,0.9771,infirmier / soignant,0.2664,enfant,0.0992
directeur ou directrice d'école,Q1056391,lecteur,0.4013,inspecteur,0.3117,acteur,0.2421
directeur ou directrice de recherche,Q18121578,lecteur,0.3935,inspecteur,0.3056,acteur,0.2374
chef de projet,Q816432,agent de,0.3365,procureur,0.2381,producteur,0.2375
directeur ou directrice,Q1162163,lecteur,0.4729,inspecteur,0.3673,acteur,0.2853
vendeur ou vendeuse,Q685433,vendeur,0.9634,défendeur,0.4247,inventeur,0.0783
docteur,Q4618975,acteur,0.6298,lecteur,0.5182,inspecteur,0.4025
doctorat,Q849697,mentor,0.1862,avocat,0.1826,guerrier,0.0
diplôme en droit,Q4115013,diplomate,0.4693,enfant,0.0742,enseignant,0.0554
docteur ès sciences,Q2628227,acteur,0.5095,lecteur,0.4192,inspecteur,0.3256
première dame,Q203184,père,0.3978,entrepreneur,0.0914,procureur,0.0824
athlète,Q2066131,hôte,0.2343,adulte,0.182,activiste,0.1553
artisan,Q1294787,archiviste,0.1227,investisseur,0.1106,partenaire,0.1022
artiste textile,Q10694573,archiviste,0.3205,activiste,0.2732,secouriste,0.2467
travailleur du textile,Q66035178,travailleur social,0.7907,traducteur,0.1187,transporteur,0.0993
travailleur qualifié ou travailleuse qualifiée,Q2588761,travailleur social,0.7801,traducteur,0.1122,transporteur,0.0938
fonctionnaire,Q212238,fonctionnaire,1.0,partenaire,0.2162,notaire,0.1584
prêtre,Q42603,ancêtre,0.519,procureur,0.0673,producteur,0.0672
personnalité politique,Q82955,politicien,0.5083,policier,0.2419,relation publique,0.1787
